0:07:50.620000,0:07:51.620000,Great.
0:07:51.620000,0:07:52.620000,Great.
0:07:52.620000,0:07:53.620000,Great.
0:07:53.620000,0:07:54.620000,Great.
0:07:54.620000,0:07:55.620000,We want to copy as curl.
0:07:55.620000,0:07:56.620000,Not all as curl.
0:07:56.620000,0:07:57.620000,So this is a curl request and we can break down
0:07:57.620000,0:08:00.620000,what these things actually need a minute.
0:08:00.620000,0:08:01.620000,Let's just kill less.
0:08:01.620000,0:08:06.620000,Okay.
0:08:06.620000,0:08:07.620000,Okay.
0:08:07.620000,0:08:12.620000,She's just creating a file here called curl.sh.
0:08:12.620000,0:08:14.620000,"And actually, this is going to make some requests from Python."
0:08:14.620000,0:08:16.620000,You all want to see how to do some coding?
0:08:16.620000,0:08:18.620000,"You know, we're here to code."
0:08:18.620000,0:08:20.620000,Am I violating the Twitter terms of service?
0:08:20.620000,0:08:21.620000,Probably.
0:08:21.620000,0:08:24.620000,But I'm doing it live on Twitter.
0:08:24.620000,0:08:26.620000,So maybe it's okay.
0:08:26.620000,0:08:27.620000,Okay.
0:08:27.620000,0:08:31.620000,Okay. That curl works.
0:08:31.620000,0:08:32.620000,All right.
0:08:32.620000,0:08:34.620000,So let's break down what these requests actually are.
0:08:34.620000,0:08:36.620000,"So for those of you that don't know,"
0:08:36.620000,0:08:40.620000,grab QL is a query language for your API.
0:08:40.620000,0:08:45.620000,"And I think there is some ways to request, like, some metadata."
0:08:45.620000,0:08:48.620000,"Now, I don't know if this is the Twitter developer API."
0:08:48.620000,0:08:54.620000,"So let's, let's always read the docs if the docs exists first."
0:08:54.620000,0:08:57.620000,Okay.
0:08:57.620000,0:09:00.620000,It's readable.
0:09:00.620000,0:09:01.620000,Yeah.
0:09:01.620000,0:09:03.620000,What are you talking about?
0:09:03.620000,0:09:04.620000,A resolution improved.
0:09:04.620000,0:09:06.620000,"How do you go live on Twitter, bro?"
0:09:06.620000,0:09:07.620000,You got to have a guy.
0:09:07.620000,0:09:11.620000,"You're going to have a guy get you access to Twitter videos to, you know, man."
0:09:11.620000,0:09:12.620000,Like legit.
0:09:12.620000,0:09:14.620000,I don't know if there's another way.
0:09:14.620000,0:09:15.620000,"But yeah, my friend texted me."
0:09:15.620000,0:09:18.620000,"This guy's like an internet, like, he's an internet genius, you know,"
0:09:18.620000,0:09:20.620000,"with all, like, the people he knows on the internet."
0:09:20.620000,0:09:27.620000,"He's like, yo, I can get that for you."
0:09:27.620000,0:09:38.620000,"So, yeah, let's see if the docs here say how to do it."
0:09:38.620000,0:09:39.620000,What was that open for?
0:09:39.620000,0:09:40.620000,Okay.
0:09:40.620000,0:09:44.620000,Let's just search for GraphQL and see if it's the same API.
0:09:44.620000,0:09:47.620000,Your search for GraphQL returned zero results.
0:09:47.620000,0:09:50.620000,Okay.
0:09:50.620000,0:09:53.620000,Let's go to realAPI.py.
0:09:53.620000,0:09:54.620000,Okay.
0:09:54.620000,0:09:57.620000,We're going to call it realAPI.py because it's Python.
0:09:57.620000,0:09:58.620000,Right.
0:09:58.620000,0:10:02.620000,"It's first time to request that returns a less than 10, so amount of data."
0:10:02.620000,0:10:07.620000,I recall correctly this one does.
0:10:07.620000,0:10:08.620000,That guest token.
0:10:08.620000,0:10:11.620000,"Oh, well, well, that's a bad guest token."
0:10:11.620000,0:10:14.620000,Okay.
0:10:14.620000,0:10:17.620000,Let's find a shorter one of these.
0:10:17.620000,0:10:19.620000,"You see, this is a totally different API."
0:10:19.620000,0:10:21.620000,This is API2GuideJSON.
0:10:21.620000,0:10:25.620000,I also found this thing called hashflags.json.
0:10:25.620000,0:10:27.620000,It's kind of cool.
0:10:27.620000,0:10:34.620000,"It like shows you, like, probably the people who pay Twitter money to be a part of this thing."
0:10:34.620000,0:10:36.620000,"Yo, this is so fun, boys."
0:10:36.620000,0:10:40.620000,You know what's great about not having a real job out of place?
0:10:40.620000,0:10:46.620000,You can mess around publicly.
0:10:46.620000,0:10:49.620000,And this is fun.
0:10:49.620000,0:10:51.620000,"It's just fun, man, because there's no expectations."
0:10:51.620000,0:10:53.620000,Once there's expectations.
0:10:53.620000,0:10:58.620000,"So I know that we're on Twitter now and we're on Twitch, so some of you might be new to my stream"
0:10:58.620000,0:11:00.620000,and new to the kind of things I do.
0:11:00.620000,0:11:03.620000,"We kind of shit talk, casual leave-up programming."
0:11:03.620000,0:11:06.620000,So let's look at this here.
0:11:06.620000,0:11:07.620000,Copy.
0:11:07.620000,0:11:09.620000,Copy as curl.
0:11:09.620000,0:11:13.620000,"Okay, that one runs and emits a less offensive amount of data."
0:11:13.620000,0:11:20.620000,So let's go over here.
0:11:20.620000,0:11:23.620000,So let's go some Vs on that bitch.
0:11:23.620000,0:11:26.620000,We got Vs.
0:11:26.620000,0:11:28.620000,Good.
0:11:28.620000,0:11:30.620000,"Wow, API2."
0:11:30.620000,0:11:31.620000,HTTP2.
0:11:31.620000,0:11:33.620000,"Yeah, Twitter uses HTTP2."
0:11:33.620000,0:11:35.620000,"Okay, so funny about the first one."
0:11:35.620000,0:11:38.620000,Interesting thing to note is that it's a get request.
0:11:38.620000,0:11:41.620000,So let's start with request.get.
0:11:41.620000,0:11:46.620000,And let's copy and paste this.
0:11:46.620000,0:11:48.620000,"Yo, I was listening to you."
0:11:48.620000,0:11:50.620000,"So I'm gang, gang."
0:11:50.620000,0:11:53.620000,"I was listening to gang, gang."
0:11:53.620000,0:12:00.620000,Okay.
0:12:00.620000,0:12:10.620000,"Wow, I like this request."
0:12:10.620000,0:12:16.620000,"Yo, I was listening to way into this."
0:12:16.620000,0:12:18.620000,"See, I don't know anything."
0:12:18.620000,0:12:19.620000,Don't hire me.
0:12:19.620000,0:12:20.620000,I don't know anything.
0:12:20.620000,0:12:22.620000,"Like, you think George, you should know how to use requests, man."
0:12:22.620000,0:12:26.620000,"If you are a real senior software engineer, you know that kind of stuff."
0:12:26.620000,0:12:33.620000,"But, you know, I'll ask for a."
0:12:33.620000,0:12:38.620000,"Okay, so I will note that that actually does nothing."
0:12:38.620000,0:12:40.620000,Let's see if it's going to take us.
0:12:40.620000,0:12:42.620000,I'm probably getting a 403.
0:12:42.620000,0:12:44.620000,I guess it's going to be a 403.
0:12:44.620000,0:12:46.620000,So that was a throw-down for a 3v on a authorized.
0:12:46.620000,0:12:48.620000,You just got to know your HTTP codes.
0:12:48.620000,0:12:50.620000,That's a question I brought in common interviews.
0:12:50.620000,0:12:52.620000,"I'm like, you know, what's the 200?"
0:12:52.620000,0:12:57.620000,"Okay, what's it? It's a 301 and a 302, man."
0:12:57.620000,0:12:59.620000,"You know, what do you think of the band 303?"
0:12:59.620000,0:13:02.620000,"No, I never asked that."
0:13:02.620000,0:13:04.620000,Can't trust the hoe.
0:13:04.620000,0:13:06.620000,We won't trust this hoe.
0:13:06.620000,0:13:10.620000,Don't trust me.
0:13:10.620000,0:13:11.620000,Okay.
0:13:11.620000,0:13:19.620000,We're going to need some of these parameters because they're important.
0:13:19.620000,0:13:22.620000,We should bring the mic up here too.
0:13:22.620000,0:13:24.620000,"You know, I tried to get better lighting."
0:13:24.620000,0:13:26.620000,I almost bought expensive cameras.
0:13:26.620000,0:13:28.620000,But then I bought a ring light.
0:13:28.620000,0:13:33.620000,So that's why my face looks like I'm glowing.
0:13:33.620000,0:13:35.620000,"Oh, wait."
0:13:35.620000,0:13:38.620000,Are we allowed to listen to copyrighted music?
0:13:38.620000,0:13:41.620000,Because this isn't Twitch.
0:13:41.620000,0:13:43.620000,"Should we just, should we do it?"
0:13:43.620000,0:13:44.620000,"I don't know, man."
0:13:44.620000,0:13:45.620000,This is weird.
0:13:45.620000,0:13:47.620000,"We're talking to myself without a comment or stream being like,"
0:13:47.620000,0:13:50.620000,"no, no, no, they'll kick you off the internet."
0:13:50.620000,0:13:54.620000,If you listen to copyrighted music while you stream.
0:13:54.620000,0:14:02.620000,All right.
0:14:02.620000,0:14:03.620000,Okay.
0:14:03.620000,0:14:05.620000,"So let's figure out, you know what?"
0:14:05.620000,0:14:07.620000,"First, let's, you know what I always say?"
0:14:07.620000,0:14:09.620000,Hacking is just binary search by hand.
0:14:09.620000,0:14:12.620000,So let's figure out which one of these actually matters.
0:14:12.620000,0:14:13.620000,Okay.
0:14:13.620000,0:14:14.620000,So notice that the request still works.
0:14:14.620000,0:14:20.620000,"I don't know, let's delete these ones and see if the request still works."
0:14:20.620000,0:14:21.620000,All right.
0:14:21.620000,0:14:22.620000,You see what we're doing?
0:14:22.620000,0:14:24.620000,We're doing binary search by hand.
0:14:24.620000,0:14:25.620000,I got the request still works.
0:14:25.620000,0:14:26.620000,Great.
0:14:26.620000,0:14:30.620000,Do we need those ones?
0:14:30.620000,0:14:33.620000,What does dash dash compress do for car?
0:14:33.620000,0:14:34.620000,Nope.
0:14:34.620000,0:14:35.620000,We need some of those.
0:14:35.620000,0:14:37.620000,Some of those are important.
0:14:37.620000,0:14:43.620000,Hmm.
0:14:43.620000,0:14:44.620000,Compressed.
0:14:44.620000,0:14:47.620000,"Oh, and automatically decompressed the comments."
0:14:47.620000,0:14:50.620000,I don't think we need that.
0:14:50.620000,0:14:52.620000,I probably should have done this in the bash script.
0:14:52.620000,0:14:56.620000,So I'm not copying and pasting things over and over again.
0:14:56.620000,0:14:58.620000,I got that still works.
0:14:58.620000,0:15:00.620000,Which of these can't be important?
0:15:00.620000,0:15:03.620000,"Authority, cash control, not a brand."
0:15:03.620000,0:15:07.620000,That's those are not important.
0:15:07.620000,0:15:08.620000,Okay.
0:15:08.620000,0:15:09.620000,Still works.
0:15:09.620000,0:15:12.620000,So we're just trying to figure out which of these HTTP headers we actually need
0:15:12.620000,0:15:18.620000,to make Twitter requests.
0:15:18.620000,0:15:26.620000,"Probably not important, but maybe important."
0:15:26.620000,0:15:28.620000,Still works.
0:15:28.620000,0:15:33.620000,X Twitter active user.
0:15:33.620000,0:15:35.620000,"We're doing web, boys, we're doing web."
0:15:35.620000,0:15:36.620000,Who likes going to web?
0:15:36.620000,0:15:40.620000,We need the Searsoft token.
0:15:40.620000,0:15:43.620000,I didn't even need the Searsoft token.
0:15:43.620000,0:15:44.620000,"Okay, great."
0:15:44.620000,0:15:47.620000,I guess I just needed the cookie or don't need the guest token.
0:15:47.620000,0:15:50.620000,Let's try without the cookie.
0:15:50.620000,0:15:52.620000,The cookie was not important.
0:15:52.620000,0:15:54.620000,Maybe just the guest token was important.
0:15:54.620000,0:15:57.620000,I don't think I need a user agent.
0:15:57.620000,0:15:58.620000,Let's see.
0:15:58.620000,0:15:59.620000,Look at it.
0:15:59.620000,0:16:00.620000,I guess just binary search in my hand.
0:16:00.620000,0:16:02.620000,Let's go.
0:16:02.620000,0:16:03.620000,"See, look."
0:16:03.620000,0:16:05.620000,Look at all the stuff I've already removed.
0:16:05.620000,0:16:08.620000,We can remove all that stuff and make Twitter that much faster.
0:16:08.620000,0:16:10.620000,Because that's how it works.
0:16:10.620000,0:16:13.620000,We need an authorization and do we need a guest token?
0:16:13.620000,0:16:17.620000,Let's just do that last thing.
0:16:17.620000,0:16:18.620000,"See, look, look, look, look."
0:16:18.620000,0:16:20.620000,Look at how much I have already optimized.
0:16:20.620000,0:16:23.620000,We were making all those requests with all that stupid stuff.
0:16:23.620000,0:16:26.620000,And now we don't need all that stuff.
0:16:26.620000,0:16:29.620000,Okay.
0:16:29.620000,0:16:31.620000,Param's data headers.
0:16:31.620000,0:16:32.620000,"Yeah, that's it."
0:16:32.620000,0:16:34.620000,I'll say headers equals headers.
0:16:34.620000,0:16:39.620000,And this goes from headers here.
0:16:39.620000,0:16:43.620000,"So, I mean, there's a lot of ways that we can go about approaching something like Twitter."
0:16:43.620000,0:16:48.620000,"So this is, let's figure out just how they're API works and think about what we might be hitting."
0:16:48.620000,0:16:50.620000,I started some notes on the back end.
0:16:50.620000,0:16:53.620000,"Usually, I mean, you can't get much information about their back end."
0:16:53.620000,0:16:58.620000,"But usually when you want to look into something like this, you read their engineering blog."
0:16:58.620000,0:17:00.620000,It's usually pretty good.
0:17:00.620000,0:17:02.620000,They talk a lot about Hadoop.
0:17:02.620000,0:17:06.620000,"I will also, I will be honest, I've never written a line of Scala in my life."
0:17:06.620000,0:17:11.620000,So maybe we should just take a quick look at what Scala actually looks like.
0:17:11.620000,0:17:13.620000,Learn Scala.
0:17:13.620000,0:17:16.620000,Should we learn Scala?
0:17:16.620000,0:17:19.620000,Use the Scala installer.
0:17:19.620000,0:17:20.620000,You know what?
0:17:20.620000,0:17:23.620000,Maybe we should do some hacker rank programs in Scala.
0:17:23.620000,0:17:24.620000,We'll get there.
0:17:24.620000,0:17:25.620000,Come on.
0:17:25.620000,0:17:26.620000,I got to prepare.
0:17:26.620000,0:17:29.620000,Who knows what's going to happen at my Twitter interview.
0:17:29.620000,0:17:32.620000,"You know, who knows."
0:17:32.620000,0:17:36.620000,How do you go live on Twitter?
0:17:36.620000,0:17:41.620000,"You've got to be a giga chat to go live on Twitter, bro."
0:17:41.620000,0:17:52.620000,Can't really see anything.
0:17:52.620000,0:17:57.620000,GrabHot's is bearer token and go rogue.
0:17:57.620000,0:17:59.620000,What's my bearer token that I post?
0:17:59.620000,0:18:01.620000,"Oh, oh, that token."
0:18:01.620000,0:18:02.620000,"Guys, I'm not logged in."
0:18:02.620000,0:18:04.620000,You can't do anything with this token.
0:18:04.620000,0:18:06.620000,I'm not logged in.
0:18:06.620000,0:18:13.620000,"That's why I'm not logged in, guys."
0:18:13.620000,0:18:14.620000,You think I'm stupid?
0:18:14.620000,0:18:16.620000,"You think I would do this with a logged in account, bro?"
0:18:16.620000,0:18:17.620000,I have some op-sack.
0:18:17.620000,0:18:21.620000,"No, I have, I have, okay, op-sack."
0:18:21.620000,0:18:22.620000,No one tests my op-sack.
0:18:22.620000,0:18:25.620000,"I'll fuck you up in court, bro."
0:18:25.620000,0:18:28.620000,"Okay, headers."
0:18:28.620000,0:18:30.620000,We have X.
0:18:30.620000,0:18:32.620000,Guest token.
0:18:32.620000,0:18:34.620000,You know what this reminds me of?
0:18:34.620000,0:18:37.620000,I did spend some time automating dating sites.
0:18:37.620000,0:18:40.620000,Like automating Tinder and Bumble and stuff.
0:18:40.620000,0:18:43.620000,It reminds me kind of of doing that.
0:18:43.620000,0:18:45.620000,Let's go Shabang.
0:18:45.620000,0:18:49.620000,Shabang.
0:18:49.620000,0:18:51.620000,"By the way, who's excited about the new Python?"
0:18:51.620000,0:18:54.620000,Python is a Python 312.
0:18:54.620000,0:18:55.620000,"Okay, okay."
0:18:55.620000,0:18:59.620000,So we'll notice that I've replicated the curl in Python.
0:18:59.620000,0:19:03.620000,"Okay, now let's break this out a little bit."
0:19:03.620000,0:19:12.620000,"Oh, God."
0:19:12.620000,0:19:15.620000,Look at that.
0:19:15.620000,0:19:17.620000,I want to decode those things.
0:19:17.620000,0:19:26.620000,Is it like a way to do that?
0:19:26.620000,0:19:28.620000,Probably not.
0:19:28.620000,0:19:34.620000,"And at first, just say URL."
0:19:34.620000,0:19:52.620000,URL.
0:19:52.620000,0:19:55.620000,There's got to be a way to decode this.
0:19:55.620000,0:19:59.620000,I'm sure it's going to work.
0:19:59.620000,0:20:06.620000,Python decode percent encoder.
0:20:06.620000,0:20:16.620000,"From URL, parse, import, unquote."
0:20:16.620000,0:20:17.620000,Wow.
0:20:17.620000,0:20:22.620000,"Okay, so basically that's just JSON in the variables."
0:20:22.620000,0:20:24.620000,"Can actually, what if I just do this?"
0:20:24.620000,0:20:28.620000,Can I just still pass that to requests?
0:20:28.620000,0:20:29.620000,Okay.
0:20:29.620000,0:20:35.620000,"Hello, we're streaming on Twitter."
0:20:35.620000,0:20:38.620000,"Oh, I didn't know that was a thing."
0:20:38.620000,0:20:39.620000,"No, it wasn't."
0:20:39.620000,0:20:42.620000,"But our boy who we did say we're not going to say on stream,"
0:20:42.620000,0:20:45.620000,hooked us up and got us Twitter media studio.
0:20:45.620000,0:20:47.620000,So we're streaming on Twitter now.
0:20:47.620000,0:20:48.620000,We have 87 viewers.
0:20:48.620000,0:20:51.620000,"Yeah, we're a reverse engine here on Twitter on Twitter."
0:20:51.620000,0:20:52.620000,"Oh, I love that."
0:20:52.620000,0:20:53.620000,Yeah.
0:20:53.620000,0:20:57.620000,"So how does Twitter work, right?"
0:20:57.620000,0:20:58.620000,Okay.
0:20:58.620000,0:20:59.620000,So good.
0:20:59.620000,0:21:00.620000,Good.
0:21:00.620000,0:21:01.620000,I'm glad you know they have safety mode user fields.
0:21:01.620000,0:21:03.620000,"Guys, safety is very important."
0:21:03.620000,0:21:04.620000,"Yeah, yeah, yeah, yeah."
0:21:04.620000,0:21:05.620000,This is Alex.
0:21:05.620000,0:21:06.620000,Go on the wireless.
0:21:06.620000,0:21:07.620000,Do you want to do anything to stream?
0:21:07.620000,0:21:08.620000,You look at the light now.
0:21:08.620000,0:21:09.620000,We need to put a light in the wrong place.
0:21:09.620000,0:21:10.620000,I do the light wrong.
0:21:10.620000,0:21:11.620000,Yeah.
0:21:11.620000,0:21:12.620000,Why have that light over there?
0:21:12.620000,0:21:15.620000,Look how much burn there is on the side of your...
0:21:15.620000,0:21:16.620000,"Oh, I know."
0:21:16.620000,0:21:17.620000,"Okay, well, lower the light."
0:21:17.620000,0:21:18.620000,You want to be in charge of lights?
0:21:18.620000,0:21:19.620000,"I bought a ring light, guys."
0:21:19.620000,0:21:20.620000,Yeah.
0:21:20.620000,0:21:30.620000,You know that you should go back there.
0:21:30.620000,0:21:32.620000,"I know, but that doesn't fit back there."
0:21:32.620000,0:21:33.620000,We'll just lower it a little bit.
0:21:33.620000,0:21:34.620000,"Yeah, yeah."
0:21:34.620000,0:21:35.620000,Is that better?
0:21:35.620000,0:21:36.620000,"Yeah, yeah."
0:21:36.620000,0:21:37.620000,All right.
0:21:37.620000,0:21:40.620000,"I think even if I just put it on the table, it will look better."
0:21:40.620000,0:21:41.620000,"No, no, no, no."
0:21:41.620000,0:21:42.620000,I'm not messing with the light too much.
0:21:42.620000,0:21:43.620000,We're good.
0:21:43.620000,0:21:44.620000,All right.
0:21:44.620000,0:21:45.620000,"Have fun, guys."
0:21:45.620000,0:21:46.620000,Thank you.
0:21:46.620000,0:21:48.620000,I'll be done with this in seven hours.
0:21:48.620000,0:21:50.620000,I'll be done with this in seven hours.
0:21:50.620000,0:21:51.620000,I'm fine.
0:21:51.620000,0:21:54.620000,"I'll look like I've got to prepare, you know?"
0:21:54.620000,0:21:58.620000,"If I don't get this job, how are we going to put food on the table?"
0:21:58.620000,0:21:59.620000,You got an interview?
0:21:59.620000,0:22:00.620000,What?
0:22:00.620000,0:22:02.620000,"Yeah, I don't know what they're going to ask me."
0:22:02.620000,0:22:03.620000,Maybe I should learn Scala.
0:22:03.620000,0:22:06.620000,That seems like a huge way.
0:22:06.620000,0:22:11.620000,"No, we'll do some Scala challenges, guys."
0:22:11.620000,0:22:12.620000,We'll do some Scala challenges.
0:22:12.620000,0:22:14.620000,I'm going to fall down and try it on the floor.
0:22:14.620000,0:22:15.620000,"Oh, that sounds lovely."
0:22:15.620000,0:22:22.620000,Let's see.
0:22:22.620000,0:22:33.620000,How do I describe percent in coming out great?
0:22:33.620000,0:22:39.620000,Let's just take this and throw this in here.
0:22:39.620000,0:22:40.620000,"Okay, hang on."
0:22:40.620000,0:22:42.620000,I want to do a few things.
0:22:42.620000,0:22:45.620000,Let's call it variables.
0:22:45.620000,0:22:46.620000,Let's call it data.
0:22:46.620000,0:22:47.620000,Variables.
0:22:47.620000,0:22:48.620000,Let me sketch it.
